Tid,起点,駅からの距離,店舗名,ジャンル,住所,座数,lunch_from,lunch_to,dinner_from,dinner_to,dinner_ave,元値,集計用,営業(年),営業(月),url,業態_集計用,食べログ業種_大,食べログ業種_中,食べログ業種_小,評価
28022399,西宮北口駅,392,神戸南京町　皇蘭 西宮阪急店,デリカテッセン、肉まん・中華まん、中華麺（その他）,兵庫県西宮市高松町14-1 西宮阪急 1F,,-,999,-,999,999,2008年11月,2008年11月,14,0,https://tabelog.com/hyogo/A2803/A280301/28022399/,その他,デリカテッセン,肉まん・中華まん,中華麺（その他）,3.04
28061305,西宮北口駅,347,DENQUINA TO-GO with LA TABLE DE YAMASAKI,社員食堂、弁当、コーヒー専門店,兵庫県西宮市南昭和町1-19,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28061305/,その他,社員食堂,弁当,コーヒー専門店,-
28044901,西宮北口駅,501,なっぱ,ダイニングバー,兵庫県西宮市田代町14-20,24,1000,1999,-,-,,2015年2月14日,2015年2月14日,7,9,https://tabelog.com/hyogo/A2803/A280301/28044901/,居酒屋・バル,ダイニングバー,,,3.29
28052906,西宮北口駅,399,DHC 阪急西宮ガーデンズ直営店,その他,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 3F,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28052906/,その他,その他,,,3.01
28050072,西宮北口駅,189,ワイン食堂 コクリコ,ダイニングバー、イタリアン、ワインバー,兵庫県西宮市甲風園1-7-13 エトールVビル 1F,0,-,-,3000,3999,"3,500",2017年5月26日,2017年5月26日,5,6,https://tabelog.com/hyogo/A2803/A280301/28050072/,居酒屋・バル,ダイニングバー,イタリアン,ワインバー,3.08
28030986,西宮北口駅,368,桂新堂 西宮阪急店,和菓子,兵庫県西宮市高松町14-1 西宮阪急,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28030986/,テイクアウト,和菓子,,,3
28025839,西宮北口駅,198,西北バル 力石,バル・バール,兵庫県西宮市甲風園1-7-1 カサ・マドンナビル 3F,26,-,-,4000,4999,"4,500",2010年3月16日,2010年3月16日,12,8,https://tabelog.com/hyogo/A2803/A280301/28025839/,居酒屋・バル,バル・バール,,,3.07
28061042,西宮北口駅,148,炭火焼 ひちご屋,焼鳥,兵庫県西宮市高松町10-24,0,-,-,4000,4999,"4,500",2021年2月,2021年2月,1,9,https://tabelog.com/hyogo/A2803/A280301/28061042/,居酒屋・バル,焼鳥,,,3.05
28031142,西宮北口駅,336,UCCカフェメルカード 阪急西宮店,カフェ,兵庫県西宮市高松町14-1 西宮阪急 1F,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28031142/,その他,カフェ,,,3.01
28053744,西宮北口駅,128,串カツ酒場　マンゲツ堂,居酒屋,兵庫県西宮市高松町10-25,,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28053744/,居酒屋・バル,居酒屋,,,3.12
28017589,西宮北口駅,675,船坂,居酒屋,兵庫県西宮市神明町9-32,,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28017589/,居酒屋・バル,居酒屋,,,3.04
28057536,西宮北口駅,198,お菓子のデパート よしや 西宮北口営業所,その他,兵庫県西宮市北口町1-2 アクタ西宮東館 1F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28057536/,その他,その他,,,-
28057728,西宮北口駅,150,無印良品 アクタ西宮店,その他,兵庫県西宮市北口町1-1 アクタ西宮西館 3F,,1000,1999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28057728/,その他,その他,,,3.01
28061780,西宮北口駅,328,久世福商店 阪急西宮ガーデンズ店,その他,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 東モール ,,2000,2999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28061780/,その他,その他,,,3.03
28018981,西宮北口駅,185,アールジェイ&ビーエムイーズ,レストラン（その他）、バー,兵庫県西宮市甲風園1-6-2 セントラルビル 3F,0,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28018981/,洋食,レストラン（その他）,,,3.02
28016052,西宮北口駅,338,ヤンシャン 西宮阪急店,デリカテッセン、中華料理、弁当,兵庫県西宮市高松町14-1 西宮阪急 1F,,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28016052/,その他,デリカテッセン,中華料理,弁当,3.06
28006131,西宮北口駅,191,寿司 高辰,寿司,兵庫県西宮市北口町1-1 アクタ西宮西館 103,17,"2,000",2999,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28006131/,和食,寿司,,,3.08
28015413,西宮北口駅,125,お好み焼みち,お好み焼き,兵庫県西宮市高松町10-25,18,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28015413/,居酒屋・バル,お好み焼き,,,-
28020359,西宮北口駅,379,ワイン アンド リカー,その他,兵庫県西宮市高松町14-1 西宮阪急 1F,,"2,000",2999,15000,19999,"17,500",2008年11月,2008年11月,14,0,https://tabelog.com/hyogo/A2803/A280301/28020359/,その他,その他,,,3.03
28038515,西宮北口駅,327,鰻萬 西宮阪急百貨店,うなぎ,兵庫県西宮市高松町14-1 阪急西宮ガーデンズ阪急百貨店 ,,2000,2999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28038515/,和食,うなぎ,,,3.02
28057964,西宮北口駅,19,柿の葉すし本舗 たなか 阪急西宮北口店,寿司、弁当,兵庫県西宮市高松町6-20,0,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280301/28057964/,和食,寿司,,,3.01
28018306,西宮北口駅,139,スワン居酒屋,居酒屋,兵庫県西宮市甲風園1-4-11,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28018306/,居酒屋・バル,居酒屋,,,-
28063369,西宮北口駅,198,コープ北口食彩館,その他,兵庫県西宮市北口町1-2-136 アクタ西宮 東館 1F～,,2000,2999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28063369/,その他,その他,,,-
28030670,西宮北口駅,149,ドロップ イン バー,バー,兵庫県西宮市甲風園1-6-9 スクエヤー甲風ビル 2F,11,-,-,3000,3999,"3,500",2011年4月1日,2011年4月1日,11,7,https://tabelog.com/hyogo/A2803/A280301/28030670/,その他,バー,,,3.07
28030903,西宮北口駅,345,鼓月 阪急西宮店,和菓子,兵庫県西宮市高松町14-1 西宮阪急,0,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28030903/,テイクアウト,和菓子,,,3.01
28057534,西宮北口駅,198,オーガニックプラザ,その他,兵庫県西宮市北口町1-2 アクタ西宮東館 1F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28057534/,その他,その他,,,-
28064296,西宮北口駅,526,桜肉marche,その他,兵庫県西宮市森下町9-22-104,1,"2,000",2999,2000,2999,"2,500",2022年7月12日,2022年7月12日,0,4,https://tabelog.com/hyogo/A2803/A280301/28064296/,その他,その他,,,-
28042402,西宮北口駅,284,ローソン 西宮北口町,その他,兵庫県西宮市北口町167-1,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28042402/,その他,その他,,,3
28044767,西宮北口駅,327,ミニワン 西宮阪急店,パン,兵庫県西宮市高松町14-1 西宮阪急 1F,0,-,-,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280301/28044767/,テイクアウト,パン,,,3.09
28007877,西宮北口駅,178,メルヘン,弁当、洋食、サンドイッチ,兵庫県西宮市北口町1-2-126 アクタ東館1階,,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280301/28007877/,テイクアウト,弁当,洋食,サンドイッチ,3.29
28041684,西宮北口駅,327,銀座ハゲ天 阪急西宮店,天ぷら、弁当,兵庫県西宮市高松町14-1 西宮阪急 1F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28041684/,和食,天ぷら,,,3.01
28060623,西宮北口駅,563,小麦の郷 ライフ西宮北口店,パン、パン・サンドイッチ（その他）,兵庫県西宮市芦原町8-10 ライフ西宮北口店,,1000,1999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28060623/,テイクアウト,パン,,,-
28058311,西宮北口駅,327,銘菓銘品 日本の味 西宮阪急店,和菓子、洋菓子（その他）,兵庫県西宮市高松町14-1,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28058311/,テイクアウト,和菓子,,,3
28057868,西宮北口駅,392,ベシャメルカフェ 西宮ガーデンズ,カフェ、洋食、パスタ,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 1F,,-,999,-,999,999,2020年6月30日,2020年6月30日,2,5,https://tabelog.com/hyogo/A2803/A280301/28057868/,その他,カフェ,洋食,パスタ,3.12
28057146,西宮北口駅,218,おんどり庵 西宮北口店,居酒屋、焼鳥,兵庫県西宮市南昭和町10-16,0,-,-,3000,3999,"3,500",2020年2月26日,2020年2月26日,2,9,https://tabelog.com/hyogo/A2803/A280301/28057146/,居酒屋・バル,居酒屋,,,3.12
28016973,西宮北口駅,175,にくてんや,お好み焼き,兵庫県西宮市甲風園1-6-5,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28016973/,居酒屋・バル,お好み焼き,,,-
28028659,西宮北口駅,363,なだ万厨房 西宮阪急店,その他,兵庫県西宮市高松町14-1 西宮阪急 1F,0,2000,2999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28028659/,その他,その他,,,3.05
28056146,西宮北口駅,327,炭火手焼き鰻 堀忠 西宮阪急店,うなぎ、弁当,兵庫県西宮市高松町14-1 阪急西宮 1F,,2000,2999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28056146/,和食,うなぎ,,,-
28026418,西宮北口駅,418,ルピシア 阪急西宮ガーデンズ店,紅茶専門店,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 1F,,-,-,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280301/28026418/,その他,紅茶専門店,,,3.01
28058442,西宮北口駅,328,阪急ベーカリー香房 イズミヤ西宮ガーデンズ店,パン,兵庫県西宮市高松町14-2,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28058442/,テイクアウト,パン,,,3.01
28061193,西宮北口駅,327,コロッケのいろは 西宮阪急店,コロッケ・フライ,兵庫県西宮市高松町14-1 西宮ガーデン内 西宮阪急 1F,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28061193/,和食,コロッケ・フライ,,,-
28062386,西宮北口駅,23,ローソン HA阪急西北改札外店,その他,兵庫県西宮市高松町6-20,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28062386/,その他,その他,,,-
28047126,西宮北口駅,487,珈琲工房トゥリパーノ,コーヒー専門店,兵庫県西宮市田代町7-1,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28047126/,その他,コーヒー専門店,,,-
28017299,西宮北口駅,165,永楽,レストラン（その他）,兵庫県西宮市甲風園1-7-13,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28017299/,洋食,レストラン（その他）,,,-
28052223,西宮北口駅,169,ハッケン酒場 西宮北口店,焼鳥、居酒屋、鳥料理,兵庫県西宮市甲風園1-6-10 スクエアー甲風ビル,46,-,-,2000,2999,"2,500",2018年5月28日,2018年5月28日,4,6,https://tabelog.com/hyogo/A2803/A280301/28052223/,居酒屋・バル,焼鳥,居酒屋,鳥料理,3.01
28052804,西宮北口駅,206,珈琲 たくみ屋,喫茶店、コーヒー専門店,兵庫県西宮市北口町1-2-121 アクタ西宮東館1階,0,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280301/28052804/,その他,喫茶店,,,3.07
28063502,西宮北口駅,208,ア・ラ・カンパーニュ 西宮北口店,ケーキ、アイスクリーム、カフェ,兵庫県西宮市南昭和町4-9,0,1000,1999,-,-,,2022年4月27日,2022年4月27日,0,7,https://tabelog.com/hyogo/A2803/A280301/28063502/,テイクアウト,ケーキ,アイスクリーム,カフェ,3.01
28020358,西宮北口駅,392,アイズデリ 西宮阪急店,デリカテッセン、ハンバーグ,兵庫県西宮市高松町14-1 西宮阪急 1F,,-,999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28020358/,その他,デリカテッセン,,,3.01
28061291,西宮北口駅,375,小麦庵 志,パン,兵庫県西宮市北昭和町9-32,0,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28061291/,テイクアウト,パン,,,3
28055245,西宮北口駅,159,餃子食堂マルケン 西宮北口店,居酒屋、餃子、定食・食堂,兵庫県西宮市高松町11-3,40,1000,1999,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28055245/,居酒屋・バル,居酒屋,餃子,定食・食堂,3.03
28025341,西宮北口駅,340,西宮魚浜,その他,兵庫県西宮市高松町14-1 西宮阪急 1F,,1000,1999,-,-,,2008年11月,2008年11月,14,0,https://tabelog.com/hyogo/A2803/A280301/28025341/,その他,その他,,,3.01
28042670,西宮北口駅,206,千鳥屋宗家 アクタ西宮,和菓子,兵庫県西宮市北口町1-2 アクタ西宮 東館 1F,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28042670/,テイクアウト,和菓子,,,3.04
28050201,西宮北口駅,101,Bar Lizard,バー,兵庫県西宮市甲風園1-1-7 北口グロウスビル　3F,12,-,-,2000,2999,"2,500",2017年8月1日,2017年8月1日,5,3,https://tabelog.com/hyogo/A2803/A280301/28050201/,その他,バー,,,-
28022457,西宮北口駅,309,森半銘茶 西宮阪急店,日本茶専門店,兵庫県西宮市高松町14-1 西宮阪急 1F,,-,-,-,999,999,2008年11月,2008年11月,14,0,https://tabelog.com/hyogo/A2803/A280301/28022457/,その他,日本茶専門店,,,3.02
28065134,西宮北口駅,149,バー ファイブトゥー,バー,兵庫県西宮市甲風園1-6-9,0,-,-,-,-,,2022年10月1日,2022年10月1日,0,1,https://tabelog.com/hyogo/A2803/A280301/28065134/,その他,バー,,,-
28023100,西宮北口駅,183,惣菜　ままごと,その他、焼鳥、弁当,兵庫県西宮市北口町1-2-136 アクタ西宮東館2階,,-,-,1000,1999,"1,500",2009年10月,2009年10月,13,1,https://tabelog.com/hyogo/A2803/A280301/28023100/,その他,その他,焼鳥,弁当,3.02
28040376,西宮北口駅,301,G,焼肉、バー,兵庫県西宮市南昭和町9-8 北口パールビル 3F,22,-,-,8000,9999,"9,000",2014年2月,2014年2月,8,9,https://tabelog.com/hyogo/A2803/A280301/28040376/,焼肉・ホルモン,焼肉,,,3.07
28027932,西宮北口駅,116,なぽり,和食（その他）,兵庫県西宮市甲風園1-5-19,10,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28027932/,和食,和食（その他）,,,-
28042868,西宮北口駅,391,華山 西宮店,その他,兵庫県西宮市高松町1-11,0,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28042868/,その他,その他,,,3.03
28053959,西宮北口駅,206,乃が美 西宮北口販売店,パン,兵庫県西宮市北口町1-2 アクタ西宮東館 104号,0,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28053959/,テイクアウト,パン,,,3
28043030,西宮北口駅,206,きみや,うどん、丼もの（その他）、カレーライス,兵庫県西宮市北口町1-2-136 コープ北口食彩館 2F,8,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28043030/,和食,うどん,丼もの（その他）,カレーライス,3
28029235,西宮北口駅,134,ケンタッキーフライドチキン 西宮北口店,レストラン（その他）、からあげ,兵庫県西宮市甲風園1-4-9 不二屋第2ビル,0,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280301/28029235/,洋食,レストラン（その他）,,,3.01
28023478,西宮北口駅,392,ゴンチャロフ 西宮阪急店,チョコレート,兵庫県西宮市高松町14-1 西宮阪急 1F,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28023478/,その他,チョコレート,,,3.01
28050321,西宮北口駅,268,兵庫県立芸術文化センター,その他,兵庫県西宮市高松町2-22,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28050321/,その他,その他,,,3
28035682,西宮北口駅,336,ジュヴァンセル 西宮阪急店,ケーキ,兵庫県西宮市高松町14-1 西宮阪急 1F,0,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280301/28035682/,テイクアウト,ケーキ,,,3.11
28055786,西宮北口駅,459,いつじ青果,バー、野菜料理,兵庫県西宮市田代町11-1,0,-,-,5000,5999,"5,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28055786/,その他,バー,,,3.04
28050455,西宮北口駅,327,タリーズコーヒー with U 西宮阪急店,カフェ,兵庫県西宮市高松町14-1 西宮阪急 4F,,1000,1999,-,-,,2017年11月29日,2017年11月29日,5,0,https://tabelog.com/hyogo/A2803/A280301/28050455/,その他,カフェ,,,3.01
28041932,西宮北口駅,253,燈,ダイニングバー、バー、イタリアン,兵庫県西宮市南昭和町10-10 カサマドンナビルⅢ 2F,23,-,-,2000,2999,"2,500",2014年10月8日,2014年10月8日,8,1,https://tabelog.com/hyogo/A2803/A280301/28041932/,居酒屋・バル,ダイニングバー,バー,イタリアン,3.02
28037688,西宮北口駅,327,菜なや プラス 阪急西宮店,弁当,兵庫県西宮市高松町14-1 西宮阪急 1F,0,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28037688/,テイクアウト,弁当,,,3
28048486,西宮北口駅,276,ソレッラ,ケーキ,兵庫県西宮市長田町1-15,0,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28048486/,テイクアウト,ケーキ,,,3.06
28054338,西宮北口駅,191,ミスタードーナツ アクタ西宮ショップ,ドーナツ,兵庫県西宮市北口町1 アクタ西宮 東館 1F,,-,999,-,-,,2019年4月3日,2019年4月3日,3,7,https://tabelog.com/hyogo/A2803/A280301/28054338/,テイクアウト,ドーナツ,,,3.03
28051059,西宮北口駅,459,串てっぱん ゆらり亭,居酒屋、焼鳥、鉄板焼き,兵庫県西宮市田代町11-1,44,-,999,3000,3999,"3,500",2017年12月15日,2017年12月15日,4,11,https://tabelog.com/hyogo/A2803/A280301/28051059/,居酒屋・バル,居酒屋,焼鳥,鉄板焼き,3.07
28051552,西宮北口駅,151,おばんざい 花づくし,居酒屋、和食（その他）、割烹・小料理,兵庫県西宮市高松町10-5 原田ビル 1F,8,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28051552/,居酒屋・バル,居酒屋,和食（その他）,割烹・小料理,3.09
28064970,西宮北口駅,766,セブンイレブン 西宮高木西町店,その他,兵庫県西宮市高木西町29-13,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28064970/,その他,その他,,,-
28053713,西宮北口駅,569,家族,韓国料理、居酒屋,兵庫県西宮市平木町11-5,,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28053713/,多国籍料理,韓国料理,,,3
